tarih,puan,yorum
2022-02-02,5,Fiyat performans ürünü! Yanında gelen gold üyeliği ile 1 senelik gamepass üyeliği alabiliyorsunuz. 512 gb yeterli mi diye düşünüyordum fakat USB3.0 olan herhangi bir harici disk / ssd takarak bu sorunu ortadan kaldırabiliyorsunuz. Ufak bir alet çantada bile taşınabiliyor. Onun dışında Xbox işte.
2022-01-27,5,Pazar günü sipariş verdim ve Çarşamba günü elime ulaştı. Çok güzel bir şekilde paketlenmiş ve gönderilmiş. Teşekkür ederim. Şu an oğlum oynamaya başladı bile.
2021-04-22,5,"Coook guzel bir urun, parasini hakediyor. Ozellikle game pass uyeligiyle birlikte almak cok kazancli bence. Fakat sınırlı internetiniz varsa aman dikkat; oyunlari yuklemek gerekiyormus. Oyle girip pat diye oynanmiyor. Biz 2 ay ustuste netsizlikten surunduk resmen. Acemilik iste."
2021-12-23,5,"Bildiğimiz xbox. Sıkıntısız geldi, paketleme güzeldi, hızlı kargo. Gamepass ile kullanılıyor olması guzel. Diğer benzer cihazlara göre sürekli oyun almak zorunda kalmiyorsun. 1 ay önce aldım, ben aldıktan sonra fiyat 2 katına çıktı. keşke yatırım amaçlı da alsaydım....."
2021-05-03,5,Sorunsuz alışveriş oldu. Ürün süper. Özellikle gamepassla birlikte oyun alma derdi de yok. Ps deki özel oyunlara takıntı yoksa oyuncuların en iyi seçimi olabilir.
2021-10-18,5,Hiç pişman değilim herkese tavsiye ederim. The evil within oynayın mutlaka :)
2022-03-23,5,"Hızlı teslimat özenli paketleme için teşekkür ederim, almak isteyenler tereddüt etmeden alabilirler."
2022-04-17,5,"Sorunsuz geldi, teşekkürler"
2022-05-09,5,Hizli kargo ve ozenli ambalaj icin tesekkurler
2022-04-21,5,Xbox Series X ile tam uyumlu oldu.3.5 saatte sarjlar tamamiyle doldu.Suanlik herhangi bir problemle karsilasmadim.Satici urunu ayni gun kargoya verdi.Dusunmeden alabilirsiniz.4 pil ile birlikte uzun sure yeteri olacagini dusunuyorum
2022-03-21,5,Mükemmel uyum tebrik ederim
2022-05-08,5,ürün gayet şık ve güzel fanların sesi rahatsız etmiyor .  ürünün pil performansı gayet iyi . Kozmetik olarak ise göze hoş gözüküyor
2022-05-07,4,"Cuma günü İstanbul&#039; dan sipariş verdim, Ankara&#039; dan Cumartesi günü evime teslim edildi, kargo teslimi çok başarılı. Ürün Microsoft garantili değil, ithalatçı garantili. Kutusunda azıcık hasar vardı sanırım firma tarafından ithalat edildiğinden ancak içinde, kollar ve konsol tertemizdi, bu sebepten 4 yıldız verilmiştir. Tavsiye ederim."
2022-01-22,5,Ürün zamanında ve sağlam getirildi tam istediğim gibi verdiğim sipariş ellerinde olmadığı için bir üst paketini yollamışlar teşekkürler
2022-03-22,5,Kutuda darbeler vardı. Onun dışında üründen gayet memnunum. Sorunsuz.
2022-04-11,4,"Ürünle ilgili çok farklı yorumlar okudum, bana gelen ürüne ve gönderen satıcıya göre yorum yapıyorum. Çünkü sanırım herkese aynı ürün gitmiyor. 
¨Ürünün orijinalliğiyle ilgili xbox ve microsoftun sitelerinde araştırma yapınca seri no üzerinden bir kontrol sağlanmadığını öğrendim. Resmi forumda kapatılan bir makaleye göre arkasında hologramlı bandrol olması yetiyor denmiş. Bana gelen üründe bu var ve etiket altından başka etiket çıkmıyor. Bazı yorumlarda bunu da görmüştüm. Yani elimdeki tek resmi bilgiye dayanarak ürün orijinal görünüyor diyebilirim.
¨Sağlamlık ve malzeme kalitesi olarak beklenenin altında değil. Burası niye böyle yapılmış dediğim bir yer olmadı.
¨Ürünün herhangi bir yerinde daha önce tamir gördüğüne veya açılıp kapandığına dair bir işaret yok.
¨Dirt Rally (ve diğer rally oyunları) ETS2, GRID2 gibi çeşitli yıllarda çıkmış oyunlarda denedim hepsinde tak çalıştır mantığıyla çalışıyor ekstra bir ayara bile gerek yok. Başka bir oyun türünde denemedim.
¨Trigger tuşları bazı yorumlarda da bahsedildiği gibi ölü alanlara sahip. Birisi %85 demiş o kadar çok mu bilemiyorum ama hemen fark edilecek kadar çok ölü bölge var. 
¨Aynı gün kargolandı çabuk elime ulaştı. Aldığım satıcıyla ilgili yorumlar genelde bu yönde olduğu için bu satıcıyı tercih etmiştim bir sıkıntı olmadı."
2022-05-07,5,"Beklenilen kalitede. Orijinal degil ancak Çin imitasyonu ki zaten orijinaller de orada üretiliyor o yüzden çok takilacak bir sey yok. En önemlisi dayanikliligi, onu da kullanarak görecegiz artik. Elinizde yedek bir kol olsun, bozuldugunda oyunumdan olmayayim diyorsaniz en iyi tercihiniz bence bu."
2021-05-30,5,Şunu belirteyim ki ürün orijinal değil. Ama orijinal ile bire bir. Malzeme kalitesi gayet güzel. Bilgisayara proğram da yüklemeye gerek yok. USB yi takar takmaz çalışır hâle geliyor. Cihaz Xbox PC yazılımı ile uyumlu. Oyunlarda da direk xbox kolu zannedip direk görüyor. Hassasiyet ve malzeme kalitesi gayet güzel. Tek dezavantaj pedal gazı tuşları. Ufak gazı ile tam gaz çok dip dibe. Yani az gazı 80% basınca ulaşıyorsunuz. 85% tuşladığınızda da tam gaz yapıyor. Onun haricinde üründen gayet memnunum. Bu fiyata bundan daha kaliteli kol bulacağınızı sanmıyorum. Not: Kablo uzunluğu 2 metre.
2022-03-08,5,ürün gayet güzel tüm oyunlarla uyumlu tak çalıştır ürün ben gta 5 forza 5 fifa 20 world war Z anthem gears 5  mass effect vs tüm oyunlarla uyumlu
2021-02-18,5,Fiyatına göre kslitesi mükemmel. Satıcı aldığım gün kargoya verdi ve 1 gün sonra elime ulaştı. Orjinal feğil fakat bence çok büyük farkları yok. Yaklaşık 3 4 saat fifa oynadım hiç bir eksisini görmedim. Sadece RB ve LB tuşarı biraz sesli o kadar fiyatına göre bu çok normal satıcıya teşekkür ederim.
2020-09-18,5,"Kargo aşırı hızlıydı gece sipariş verdim gündüz kargoya verilmişti diğer gün elime geçti. malzeme çok kaliteli, titreşim özelliği olduğunu bilmiyordum cidden çok iyi. Gta5, Pes 20 ve mortal shell adlı oyunda denedim, Gta5 i sürekli klavyeyle oynadığım için alışamadım ama diğer oyunlarda hassasiyet konusunda özellikle mortal shellde sorun çıkarmadı. şimdi ise eksi taraflarına değinmek istiyorum titreşim özelliği çok iyi yapılmış ama cidden kol sağlam titriyo bozulcak diye korkuyorum :D ayrıca X Y B A tuşları rgb olabilirdi gece görmek daha kolay olurdu onun dışında şimdilik puanım 10/10 bozulcak diye bi korkum yok açıkçası çünkü 24 ay garantisi var anında gönderirim yani. bir kaç fotoğraf ekledim zaten neden yeni kol aldığım belli oluyodur :D"
2021-06-01,5,"Ben bu ürünü bazen klavye kullanmak istemediğim için aldım. Arkama yaslanıp rahatça oynadım. Hiç bir kusuru problemi yok. FPS oyunlarında pek kullanmadım çünkü gamepad ile oyun oynamaya alışık değildim. Dark souls 3, 2 AC odyysey, rocket leaguege ve aklıma gelmeyen bir sürü oyunda denedim ve hepsinde sorunsuz çalışıyor. Crysis remastered da oyundan kaynaklı bir senkronize sorunu olduğu için düzgün çalışmıyor sadece bu kadar. Tak çalıştır bir sistemi var kurulum falan gerektirmiyor. Tuşlar vs baya sağlam. Titreşim var ve hele ki rocket leaguege de efsane çalışıyor. Aracı çalıştırırken hissediyorsun resmen. Kablosu yeterince uzun. Bir kaç ay önce aldığım için kargo süresini ve fiyatını hatırlamıyorum ama uygun bir fiyata almıştım yani fiyat bakımından neredeyse rakipsizdi. Düşünmeden alın efsane bir şey ya"
2021-03-31,4,"Ürünü yorumlara bakarak aldım ancak yorumlar tam doğru değil.O yüzden bende bir detaylı değerlendirme yazayım
+Ürün ergonomik olarak çok iyi ele tam oturuyor benim için önemli bir şey çünkü oyun zevkini etkiliyor
+Tuşlar gayet iyi yeni aldım ama bi sıkıntı olucağını zannetmiyorum olursa yorumumu güncellerim
+Paketleme iyi kargo firması kutuya hor davransa bile ürüne zarar geliceğini düşünmüyorum 
-Ancak Tuşlardaki önemli bir eksiklik rt ve lt tuşlarında yani pedal tuşlarında ölü bölge çok fazla yaklaşık %80 oranında kalan %20 lik kısmında basılı sayıyor özel bi ayar yapmadım ama ayarla alakalı olduğunu zannetmiyorum
-Benim için ele oturmasından sonra en önemli şey olan ve yorumlarda tam doğru bahsedilmemiş nokta titreşim konusu.Adam akıllı bi titreşim istiyosanız böyle elinizin tamamen titremesini falan o zaman bu gamepad sizin için uygun değil zira titreşimine tamamen kötü de diyemicem ancak iyi de değil idare eder konumda.
Sonuç olarak fiyatına göre gayet ideal ve iyi bir kol ele oturuyor ve gerçekten oyundan zevk alıyorsunuz klavyeyle arasında gerçekten fark var alırken tereddütteydim almasa mıydım diye ama alıp oynadıktan sonra o tereddüt gitti o yüzden ürünü tavsiye ediyorum sadece yorumlardan dolayı titreşim konusunda beni biraz hayal kırıklığına uğrattı"
2021-03-24,5,"Ürünün üzerinde derin kesik izleri vardı ve vidalarını kontrol ettiğimde boyasında kalkma olduğunu gördüm, yani önceden kullanılmış veya tamir görmüş ürün yolladılar.Bu firmadan alacak arkadaşlar bunu göz önüne alarak alsınlar.İade talebinde bulundum umarım yaptıkları yanlışı düzeltirler."
2020-05-07,5,Ürün ilk geldiğinde önyargılıyım fakat kullandiktan sonra bu önyargının boşa olduğunu anladım aslinda 4 puan verecektim çünkü sürat kargo rezilliği ile geldi Ayrıca hiç Logitech F310 a 200 tl vermeye gerek yok çünkü onda bir zaman sonra tuşları bozuluyor uzun vaadeli değil ayrıca ilk defa pc için controller bakıyorsanız tam yerindesiniz çünkü ürünü pc ye taktığınız zaman hemen otomatik xbox 360 kolu olarak algılıyor ve oyunlari ona göre dizayn ediyor kesinlikle tavsiye ediyorum
2020-05-08,4,"Öncelikle ürünün orjinal Xbox 360 kolu olduğunu düsünmüyorum, nedeniyse aygıtlardan baktığımızda ürün adının farklı gözükmesi. Bu benim için problem değil, ben işlevine bakarim. Geldigi gibi ürünü denedim, ürün güzel öncelikle. Benim için artı yönleri, tok bir görüntüsü olmasi, replika bir ürün olsa dahil gayet şık, ağırlığı olan bir cihaz. Eksi yönlerine gelelim, tuşlar sert ve sesli çalışıyor gerçekten. Birde benim özelimde bugüne kadar hep dualshock ve türevleriyle oyunları oynadiğimdan dolayi çapraz joystick ilk etapta zorluyor. Daha önce Xbox koluyla her hangi bi oyun oynamadigim icin bir yadırgama oldu ama bu zamanla geçecektir. Kargoya gelirsek bu &quot;malum&quot; dönemde ortalama bi sürede geldi. Yinede 20-60 lira arası bandında oynayan plastik oyun kollarına haliyle bin basar..."
2020-05-18,5,Kutusuna bakinca orjinalliginden suphe ettim biraz ama bilgisayara takinca xbox controller olarak algiladigi icin problem kalmadi. Saticiya urunu hizli kargoladigi icin tesekkur ederim. Alici olarak Surat kargoyla calismamalarini tavsiye ederim.
2021-11-10,5,Rengi resimdeki gibi gelmedi tek şaşırdığım nokta ama şansıma kırmızı sevdiğim ve seçenekler arasında olsa tercih edebileceğim bir renk o yüzden benim için sorun olmadı.. Malzeme kalite muhteşem değil ama kırılacak gibi de hissettirmiyor genel olarak sağlam ve güzel sorunsuz çalışıyor
2022-03-18,5,"2 gündür kullanıyorum çok memnunum, görseldeki ürünün aynısı geldi, 2m kadar bi kablosu var ki benim için yeterli, direk tanıdı kurulum falan yoktu, kargo hızlı geldi.teşekkürler"
2021-07-13,5,ürün gerçekten çok iyi. plastiği yaylanmaları ve tuş hassasiyetini ben gayet beğendim. taktığım gibi crysis 2 direk algıladı ve sorunsuz çalıştı. sanki bazı tuşlar biraz sertti onun haricinde herhangi bir kusurunu göremedim titremesi de gayet güzel. ürün çok başarılı aldığım için gayet memnunum
2022-01-18,3,"Ürün beklediğimden iyi çıktı fakat tek kötü yanı triggerları çok çöp çalışıyo, kargo çok hızlıydı"
2020-09-03,5,"Öncelikle ürün orijinal değil zaten orijinali üretilmiyor diye biliyorum ancak satıcı tarafından belirtiler daha iyi olurdu. Ayrıca elime ulaştığında kutu yırtılarak açılmış bir vaziyette geldi bu da hoşuma gitmedi. Sol analog 8 yönlü çalışıyor dönüşleri algılama hassasiyeti çok kötü. Tetik tuşları boş bir hissiyat veriyor ve ölü bölgesi çok fazla d pas tuşları fazla sert ama benim hoşuma gitti herkes beğenmeyebilir. Onun dışında tutuşu ve kavraması güzel ele güzel oturuyor rahat. Bunu alana kadar sadece 50₺ lık kıllarla oynamış birisini rahatlıkla memnun eder. Ancak 100 150₺ daha fazla verip daha güzel bir şey de alınabilir. Fiyatına göre idare eder. Ayrıca sürat kargo beni şaşırtıp ilk defa erken getirdi o da değinilmesi gereken ayrı bir nokta. Ürünün gerçek hakkı 3 yıldız, paket açık geldiği için 2 yıldız."
2020-06-02,4,Xbox360 kolu Hem Xbox360 a bağlanıyor hemde Bilgisayara bağlanıyor fiyat olarak başka sitelerden daha iyi yani memnun kalacaksınız kargo biraz geç gelebilir ama üzenle paketlenmişti ürün Teşekkürler
2022-01-19,5,"Ürün sıkıntısız geldi ezik vs. Gibi bir durum söz konusu değildi. Görsel olarak orjinale çok yakın. Taktığımda hemen algıladı PC. Forza Horizon 4&#039;de hızlanma testi yaptım yavaş yavaş gaz verebiliyoruz. Joystick hassasiyeti fiyatına göre iyi yağ gibi kayıyor. Dark souls 3 oynarken ekipmanlar arası geçiş yaparken yön tuşlarına basarken bazen çapraz gidiyor bunun dışında joystickler zamanla aşınır gibime geliyor çok da iyi bir materyal ile yapılmamış sanırım, ama bunu önlemek için joysticklere kapak alıp takabilirsiniz. Dualshocktan Xbox koluna yeni geçmiş olmama rağmen çok da kullanırken zorlanmıyorum fiyatına göre iyi tavsiye edilir"
2022-02-09,5,Component AV Kablo kullanıyordum daha önce. Ciddi derecede görüntü farkı oluşturdu. Ancak takınca direkt olmuyor. Görüntü ayarlarından görüntü seçeneğini değiştirmek gerekiyor.
2022-02-16,5,"Sorunsuz şekilde çalışıyor. Sesi HDMI üzerinden aktarabiliyor, bunu kullandıktan sonra Wii settings/Display üzerinden çözünürlüğü 480P olarak değiştirmeyi unutmayın."
2022-05-11,5,"Bir sürü gereksiz çevirici adaptör aldım, böyle bir ürün olduğunu bilmiyordum, çok memnunum, görüntüde parazit, renk kayması ıvır zıvır yok."
2022-04-30,5,"İşimizi gördü, kaliteli bir ürün teşekkürler"
2022-03-31,5,Mükkemmel çalışıyor. Arkasinda birazcik uzun kaldi
2021-08-29,5,Cok begendim. Wii&#039;yi smart tv&#039;ye bagladi.
2020-09-23,5,"Bir yıldır neden almamışım dediğim çevirici.
Çocuklarım bu parça sayesinde cihazın tadını çıkardı diyebilirim.
Bazen küçük parçalar büyük işler görebiliyor."
2020-04-02,5,Farklı ve daha pahalı converterler deneyip malesef sonuç alamamıştım. Ürün resmen derdime deva oldu. Gayet sorunsuz çalışıyor. PTT kargo ile yollandığı için elime 6 günde ulaştı! Onun haricinde herşey güzel. Teşekkürler.
2021-07-04,4,İşimi gördü
2020-12-01,5,gayet güzel teşekkürler
2022-01-11,5,"Ürün zamanında geldi ,calışmayan kumandalarımız calıştı bizi buyuk bır maliyetten kurtardı tesekkurler"
2022-03-23,5,İşimi gördü sorunsuz
2022-04-12,5,Uyumlu
2022-03-29,5,İş görür
2021-07-26,5,teşekkür ederiz ❤️🥰
2022-02-28,2,"Beyaz yerine siyah geldi,bu kadar umursamaz iş yapiliyor"
2021-06-15,5,"Birebir aynı, hiç problem yaşamadan kullandım."
2021-05-22,5,Orijinal olandan daha iyi oturdu. Süper.
2021-02-04,5,Göründüğü gibi ürün bu paraya göre alınabilir iş görür
2020-12-23,5,"Kısa sürede geldi,kumandaya taktım herhangi bir sıkıntı yok,1 saat kadar oyun oynadım,şunda memnunum,istediğim gibi."
2021-11-05,5,Ürün gayet güzel benim Xbox kolumun pil yeri paslandi pil akıp bozmuş konsolu kullanamiyordum 200 verip yeni kol alicagima bunu aldım çalıştı gayet memnunum.
2022-04-17,5,Çalışıyor sıkıntı yok teşekkürler
2021-12-03,5,Uzun süre once sipariş etmiştim. Yorum yapmayı unuttum. 1 gun sonra sorunsuz geldi.
2021-04-30,5,Sorunsuz kullaniyoruz
2020-06-02,5,"Uyumlu, su an icin sorunsuz."
2018-12-10,5,"Shopiotv den, Cuma GECEsi sipariş verdim pazartesi elime ulaştı (Rize) cidden bu kadar erken beklemiyordum satıcıya ciddiyeti için, yurt içi kargoya da teslimat için teşekkürler. Kutu içeriği hakkında bir yorum yapamıyorum çünkü tamamen kendi dikkatsizliğim ve aceleciliğimden dolayı yanlış ürünü sipariş etmişim, o yüzden paketi açmadan geri göndereceğim, cidden üzüldüm, satıcı firmadan çok özür diliyorum inşallah başka alışverişlerimde telafi edeceğim :)"
2019-04-26,5,"Paketleme, hız, ürün çok güzel, satıcıya teşekkürler"
2019-07-08,5,teşekkürler
2018-12-03,5,"Temiz,kaliteli bir ürün. Kolun yuvasına sorunsuz bir şekilde oturdu."
2017-11-06,5,Teşekkürler çok memnunum kullanıyorum hayla gayet orjinal bi ürün 
2022-05-10,4,fiyatına göre güzel ortadaki logolu tuşu takılma yapıyor.
2022-01-04,2,Beyaz renkli ürün sipariş ettik ki siyahından daha pahalı bir ürün ancak siyah gönderildi
2022-04-22,1,Basit orijinal ürün değil
2020-11-25,5,sıkıntısız ve hızlı kargo ile ulaştı
2017-01-31,5,Microsoft kutusu içinde geldi. Orjinal ürün sanırım. Sorunsuz çalışıyor. Ele çok güzel oturuyor. Kullanımı çok keyifli.Ertesi gün elime geçti. Hızlı ve sorunsuz kargo için teşekkürler. Bu üründe araştıma sonucu karar kıldım. Tavsiye ederim.
